annotater_id	table_id	hypothesis	label
GW28	T701	Kleopatra VII Philopator war eine weibliche Herrscherin.	N
GW28	T701	Kleopatra VII. Philopator war einer der langen Herrscher, die Kleopatra genannt wurden.	C
GW51	T701	Cleopatra VII Philopator war eine Königin, die im 1. Jahrhundert v. Chr. regierte.	E
GW51	T701	Cleopatra VII Philopator ist mit dem berühmten Kleopatra von Ägypten verwandt.	N
GW51	T701	Cleopatra VII Philopator wurde von Julius Caesar nach ihrem vorzeitigen Tod im August 53 v. Chr.	C
GW45	T701	Ptolemäus XIV ist einer der Co-Ruler des Kleopatra VII Philopator Herrscher	E
GW45	T701	Ptolemäus XV. Cäsarion als Nachfolger oder Mit	N
GW45	T701	Kleopatra VII Philopator hatte zweiundzwanzig Jahre Herrschaft	C
GW21	T701	Kleopatra VII war ein sehr mächtiger Herrscher, der mehr als zwei Jahrzehnte auf dem Thron hatte.	E
GW21	T701	Kleopatra VII. war eine Marionette ihrer römischen Herrscher, die ihr jeden Schritt diktierte.	N
GW21	T701	Ägypten unter Kleopatra war der stärkste römische protectarete in der Erde.	C
GW28	T703	Desperado ist ein Musikalbum, das vor 46 Jahren aufgenommen und veröffentlicht wurde.	E
GW28	T703	Desperado ist ein US-amerikanisches Studioalbum der Eagles.	N
GW28	T703	Desperado war ein US-amerikanisches Musikalbum.	C
GW51	T703	Desperado ist ein Country/Folk-Rock-Album aus dem Jahr 1973.	E
GW51	T703	Desperado wurde nach dem westlichen Film Desperado benannt.	N
GW51	T703	Desperado wurde 1971 in Schottland produziert und	C
GW33	T703	Desperado wird am 17. April 1973	E
GW33	T703	Glyn Johns wird unter Asyl produziert	N
GW33	T703	Glyn Johns führte Desperado	C
GW28	T704	Dennis Wilson war ein amerikanischer Musiker.	E
GW28	T704	Dennis Wilson kann mit einer falschen Stimme singen.	N
GW28	T704	Dennis Wilson begann seine Karriere in seinen zwanziger Jahren.	C
GW33	T704	Dennis Wilson ist geboren am 4. Dezember 1944	E
GW33	T704	Dennis Carl Wilson agierte ab 1961 	N
GW33	T704	Dennis Wilson ist Regisseur	C
GW51	T704	Dennis Wilson ist ein Rockmusiker aus Kalifornien.	E
GW51	T704	Dennis Wilson ist einer der Wilson-Brüder, aus denen die berühmte Band The Beach Boys bestand.	N
GW51	T704	Dennis Wilson ist in der Gegenwart weiterhin in den Beach Boys aktiv.	C
GW11	T705	Damian Marley ist Jamaikaner.	E
GW11	T705	Damian Marley singt mehr als Raps.	N
GW11	T705	Damian Marley hat sein erstes Album 1990 fallen lassen.	C
GW12	T705	Damian Marley wurde im Sommer 1978 geboren.	E
GW12	T705	Reggae ist das Genre der Musik, die am meisten mit Damian Marley verbunden ist.	N
GW12	T705	Damian Robert Nesta Marley wurde 1978 als Amerikanerin geboren.	C
GW51	T705	Damian Marley ist ein jamaikanischer Reggae-Musiker.	E
GW51	T705	Damian Marley zog nach einem Attentat auf ihn in den 1990er Jahren in die Vereinigten Staaten.	N
GW51	T705	Damien Marley ist der berühmteste verstorbene Marley aus Jamaika.	C
GW35	T706	Diana und Callisto ist ein Gemälde aus dem 16. Jahrhundert.	E
GW35	T706	Tizian spezialisiert sich nur auf Öl auf Leinwand Gemälde.	N
GW35	T706	Diana und Callisto ist ein Aquarellgemälde.	C
GW33	T706	Diana und Callisto ist von Tizian gemalt	E
GW33	T706	Diana und Callisto gemalt von 1556^1559	N
GW33	T706	Titian ist in der National Gallery, London und der National Gallery of Scotland, Edinburgh	C
GW28	T706	Diana and Callisto ist ein Gemälde aus dem 16.	E
GW28	T706	Diana und Callisto wurden zuerst skizziert, bevor sie mit dem Gemälde begannen.	N
GW28	T706	Diana und Callisto sind so groß wie sie sind.	C
GW12	T708	Dave Bautista debütierte im Herbst 1999 als professioneller Wrestler.	E
GW12	T708	Dave Bautista wurde von Marrese Crump in Washington, D.C. ausgebildet.	N
GW12	T708	Dave Bautista war mit Glenda Bautista verheiratet, als er ein gemischter Kampfkünstler war.	C
GW28	T708	Dave Bautista ist ein amerikanischer Entertainer	E
GW28	T708	Dave Bautista hat eine Tochter und einen Sohn.	N
GW28	T708	Dave Bautista begann seine Karriere als Teenager.	C
GW35	T708	Dave Bautista ist ein US-amerikanischer Wrestler.	E
GW35	T708	Dave Bautista und Angie Bautista produzierten zwei Kinder.	N
GW35	T708	Dave Bautista hatte in seiner Profi-Wrestling-Karriere nur einen Ringnamen.	C
GW53	T710	Die Dark City brach sogar in der Kasse ein.	E
GW53	T710	Die Dark City wurde auf Englisch hergestellt und später in andere Sprachen übersetzt.	N
GW53	T710	Dark City wurde vom Mystery Clock Cinema vertrieben.	C
GW51	T710	Dark City ist ein US-amerikanischer Film aus dem Jahr 1998.	E
GW51	T710	Dark City war Jennifer Connellys größte Rolle, bis sie für Reqiuem for a Dream gecastet wurde.	N
GW51	T710	Dark City wurde von Andrew Mason inszeniert und produziert.	C
GW28	T710	Dark City ist eine US-amerikanische Filmproduktion mit bekannten Hollywood-Schauspielern.	E
GW28	T710	Dark City ist ein Science-Fiction-Film, der hauptsächlich in Australien gedreht wird.	N
GW28	T710	Dark City war an der Kasse sehr erfolgreich.	C
GW51	T713	Diana Ross war im Laufe der Jahre mit zwei verschiedenen Männern verheiratet.	E
GW51	T713	Diana Ross begann als Musikerin als Teil der Supremes.	N
GW51	T713	Diana Ross starb, als sie 68 war.	C
GW6	T713	Eine Ex-Frau von Robert Ellis Silberstein wurde Michigan geboren.	E
GW6	T713	Diana Ross spielte Klavier für EMI.	N
GW6	T713	Tracee Ellis Rosss Mutter ist keine Musikerin.	C
GW14	T713	Diana Ross war weniger als ein Jahrzehnt geschieden, bevor er wieder heiratete.	E
GW14	T713	Diana Ross arbeitete mit Marvin Gaye an mehr als einem Projekt.	N
GW14	T713	Diana Ross hatte nur eine Tochter.	C
GW51	T714	Coca-Cola Cherry ist eine Soda der Firma Coca-Cola.	E
GW51	T714	Coca-Cola Cherry war der erste Geschmack des ursprünglichen Coca-Cola Getränks.	N
GW51	T714	Coca-Cola Cherry wurde Anfang der 1990er Jahre veröffentlicht.	C
GW6	T714	Die Coca-Cola Company stellt ein Produkt her, das einen Fruchtgeschmack hat.	E
GW6	T714	Coca-Cola Black Cherry Vanilla wurde 1985 eingeführt.	N
GW6	T714	Die Coca-Cola Company fertigt nur Cola	C
GW28	T714	Coca-Cola Cherry ist ein amerikanisches Getränk.	E
GW28	T714	Coca-Cola Cherry passt gut zu einem fettigen Hamburger.	N
GW28	T714	Coca-Cola Cherry ist über 50 Jahre alt.	C
GW12	T715	Crispin Glover begann Ende der 1970er Jahre mit der Schauspielerei.	E
GW12	T715	knuspinglover.com hat Informationen über Bruce Glover.	N
GW12	T715	Silver Lake, Kalifornien, ist seit 1964 die Heimat von Crispin Glover.	C
GW6	T715	Bruce Glover hatte ein Kind, das in New York geboren wurde.	E
GW6	T715	Crispin Glover lebt seit den siebziger Jahren in Silver Lake.	N
GW6	T715	Bruce Glovers Sohn hat keine Website.	C
GW28	T715	Crispin Glover ist ein US-amerikanischer Schauspieler.	E
GW28	T715	Crispin Glover war im Hollywood-Film Back to the Future.	N
GW28	T715	Crispin Glover begann seine Karriere in seinen zwanziger Jahren.	C
GW6	T716	Diane Keaton absolvierte eine amerikanische Schule.	E
GW6	T716	Diane Keaton hat Kalifornien nie verlassen.	N
GW6	T716	Diane Keaton begann ihre Karriere, als sie	C
GW2	T716	Diane Keaton lebt im selben Staat, in dem sie geboren wurde.	E
GW2	T716	Diane Keaton ist eine Schauspielerin, die zwei Söhne hat.	N
GW2	T716	Diane Keaton begann ihre Schauspielkarriere Anfang der 60er Jahre.	C
GW51	T716	Diane Keaton spielt seit über 50 Jahren.	E
GW51	T716	Keaton bekam ihre erste Pause als Schauspielerin, als sie in Blazing Saddles spielte.	N
GW51	T716	Keaton hat noch nie in Kalifornien gelebt.	C
GW6	T717	David Bowie wurde in einem anderen Land als dem, in dem er starb, geboren.	E
GW6	T717	David Bowie handelte 54 Jahre lang.	N
GW6	T717	David Bowies erste Frau starb kurz nach ihrer Heirat.	C
GW28	T717	David Bowie war ein britischer Sänger und Schauspieler.	E
GW28	T717	David Bowie war offen bisexuell.	N
GW28	T717	David Bowie begann seine Karriere in seinen zwanziger Jahren.	C
GW59	T717	David Bowie starb nicht im selben Land, in dem er geboren wurde.	E
GW59	T717	Davids Asche wurde von seinen Kindern auf Bali zerstreut.	N
GW59	T717	Country-Musik ist eines der Genres, die mit David Bowie verbunden sind.	C
GW6	T718	Winston Marshall heiratete jemanden, der in den südlichen USA geboren wurde.	E
GW6	T718	Dianna Agron zog im Alter von 20 Jahren nach New York.	N
GW6	T718	Dianna Agron hat im 21. Jahrhundert nicht gehandelt.	C
GW51	T718	Dianna Argon ist eine US-amerikanische Schauspielerin aus Ostgeorgien.	E
GW51	T718	Argon heiratete ihre Gattin Winston Marshall auf	N
GW51	T718	Argon begann im Alter von 27 Jahren zu handeln.	C
GW2	T718	Dianna Agron wurde in den südlichen USA geboren.	E
GW2	T718	Dianna Agron begann ihre berufliche Karriere als Tänzerin.	N
GW2	T718	Dianna Agron ist eine Schauspielerin, die 2004 in einem Film mitspielte.	C
GW2	T721	Das Rockalbum David Bowie wurde in Großbritannien aufgenommen.	E
GW2	T721	Das Rockalbum David Bowie wurde vor seiner Veröffentlichung in den USA in Großbritannien veröffentlicht.	N
GW2	T721	Das Rockalbum David Bowie wurde in 10 Monaten in London aufgenommen.	C
GW51	T721	David Bowie ist ein psychedelisches Rockalbum, das im Sommer 1969 aufgenommen wurde.	E
GW51	T721	David Bowie ist das selbstbetitelte Debütalbum von David Bowie.	N
GW51	T721	David Bowie brauchte fast 2 Jahre, um aufzunehmen, bevor er schließlich Anfang 1969 veröffentlicht wurde.	C
GW12	T721	Es dauerte etwa 3 Monate im Jahr 1969, um David Bowie aufzunehmen.	E
GW12	T721	David Bowie wurde im frühen Winter 1969 entlassen.	N
GW12	T721	David Bowie ist Produzent von Tony Visconti und Gus Dudgeon.	C
GW4	T724	David Braben besuchte das College in dem Land, in dem er geboren wurde.	E
GW4	T724	David Braben hat 3 Kinder mit seiner ersten Frau.	N
GW4	T724	David Braben hat noch nie ein Spiel geschrieben.	C
GW6	T724	David Braben erhielt seinen Abschluss in seinem Geburtsland.	E
GW6	T724	David Braben gründete Frontier Developments, als er anfing zu arbeiten.	N
GW6	T724	Katharin Dickinson heiratete den CEO von Frontier Developments, bevor er seine Karriere begann.	C
GW59	T724	David Braben besuchte das Jesus College in Cambridge.	E
GW59	T724	Braben hatte drei Kinder von zwei verschiedenen Frauen.	N
GW59	T724	David Braben trat 2010 in den Ruhestand.	C
GW14	T726	Sir David Brewster hat weniger als ein halbes Dutzend Auszeichnungen gewonnen.	E
GW14	T726	Sir David Brewster hatte mindestens eine Abhandlung von Sir Isaac Newton gelesen.	N
GW14	T726	James David Forbes ist dafür bekannt, Brewsters Winkel zu entdecken.	C
GW60	T726	Brewster war vor James David Forbes in der Wissenschaft tätig.	E
GW60	T726	Brewster ging an die gleiche Universität wie James David Forbes	N
GW60	T726	Brewster ist bekannt für Wissenschaft außerhalb seiner Felder.	C
GW28	T726	Sir David Brewster war ein Wissenschaftler des 18. Jahrhunderts.	E
GW28	T726	Sir David Brewster war verheiratet und hatte 2 Kinder.	N
GW28	T726	Sir David Brewster war ein übersehener und inkonsequenter Wissenschaftler ohne bedeutende Erfolge.	C
GW12	T728	Die Coca-Cola Company stellte Raspberry Coke in Neuseeland her.	E
GW12	T728	Coca-Cola Cherry stammt aus Neuseeland.	N
GW12	T728	Seit 2005 ist Cola mit Himbeergeschmack auf dem Markt.	C
GW61	T728	Himbeer-aromatisierte Cola war kein Erfolg für seinen Hersteller.	E
GW61	T728	Himbeere aromatisierte Cola wurde an anderen Orten als Neuseeland versucht.	N
GW61	T728	Himbeere aromatisiert Cola ist stromig die beliebteste Variante.	C
GW28	T728	Himbeer-Coke war ein kiwi-amerikanisches Fruchtgetränk.	E
GW28	T728	Raspberry Coke war ein Bestseller in Neuseeland.	N
GW28	T728	Himbeer-Coke wurde mit echten Himbeeren hergestellt.	C
GW14	T731	Cristin Milioti wurde in Nordamerika geboren.	E
GW14	T731	Cristin Milioti hat Musik geschrieben.	N
GW14	T731	Cristin Milioti trat in einer beliebten Sitcom der frühen 80er Jahre auf.	C
GW6	T731	Cristin Milioti wurde im Alter von 20 Jahren aktiv.	E
GW6	T731	Cristin Milioti ist derzeit nur eine Sängerin.	N
GW6	T731	Cristin Milioti ist kein Amerikaner.	C
GW51	T731	Cristin Milioti ist eine US-amerikanische Schauspielerin und Sängerin.	E
GW51	T731	Milioti gewann einen Emmy für ihre Rolle in Desperate Housewives.	N
GW51	T731	Milioti ist seit weniger als einem Jahrzehnt in der Unterhaltungsindustrie tätig.	C
GW12	T737	David Crosby tritt seit 1964 aktiv als Singer-Songwriter auf.	E
GW12	T737	David Crosby ist ein Sänger-Songwriter für Rock- und Folkmusik.	N
GW12	T737	David Crosby wurde im Winter 1941 als David Van Cortlandt Crosby geboren.	C
GW28	T737	David Crosby ist ein amerikanischer Musiker.	E
GW28	T737	David Crosby hat während seiner musikalischen Karriere zahlreiche Auszeichnungen gewonnen.	N
GW28	T737	David Crosby begann seine Karriere als Teenager.	C
GW51	T737	David Crosby Rock und Folksänger aus L.A.	E
GW51	T737	Crosby ist ein Teil der Band Crosby, Stills, Nash & Young.	N
GW51	T737	Crosby trat 30 Jahre lang in der Musikindustrie auf, bevor er in den Ruhestand trat.	C
GW51	T743	Crosby, Stills and Nash ist ein Album, das im Winter 1969 für 2 Monate aufgenommen wurde.	E
GW51	T743	Crosby, Stills und Nash waren das Debütalbum der Band Crosby, Stills und Nash.	N
GW51	T743	Crosby, Stills & Nash ist das einzige Album in der Crosby-, Stills- und Nash-Diskographie, das über eine Stunde läuft.	C
GW31	T743	Crosby, Stills und Nash nahmen 1969 im Studio III von Wally Heider auf.	E
GW31	T743	Die Band Crosby, Stills und Nash produzierte 1969 ein Softrock-Album.	N
GW31	T743	Crosby, Stills and Nash sind eine Country-Band, die 1971 einen Song veröffentlicht hat.	C
GW28	T743	Crosby, Stills & Nash wurde innerhalb von 6 Monaten aufgenommen und veröffentlicht.	E
GW28	T743	Crosby, Stills & Nash ist ein klassisches amerikanisches Rockalbum, das viele Auszeichnungen gewann.	N
GW28	T743	Crosby, Stills & Nash war eine Multi-Genre, Multi-Studio-Bemühung.	C
GW51	T744	Crosby, Stills, Nash & Young ist eine Folkrock-Gruppe, die seit über 40 Jahren aktiv ist.	E
GW51	T744	Crosby, Stills und Nash waren das Debütalbum der Gruppe Crosby, Stills, Nash und Young, bevor Young der Gruppe beitrat.	N
GW51	T744	Crosby, Stills, Nash und Young treten seit über 50 Jahren zusammen auf.	C
GW28	T744	Crosby, Stills, Nash & Young war eine US-amerikanische Rockband.	E
GW28	T744	Crosby, Stills, Nash & Young ist seit den 60er Jahren aktiv, mit Ausnahme der Freizeit in den frühen 70er Jahren, um ihre Drogenabhängigkeit zu behandeln.	N
GW28	T744	Crosby, Stills, Nash & Young spielten ein halbes Jahrhundert lang.	C
GW6	T744	Crosby, Stills, Nash & Young waren in sechs Jahrzehnten aktiv.	E
GW6	T744	Crosby, Stills, Nash & Young wurde als Crosby, Stills & Nash auf dem atlantischen Label	N
GW6	T744	Die Hollies sind noch nie mit einer Band im Folk-Rock-Genre assoziiert worden.	C
GW28	T751	David Gestetner war ein europäischer Wissenschaftler des 19. Jahrhunderts.	E
GW28	T751	David Gestetner war ein britischer Staatsbürger.	N
GW28	T751	David Gestetner war ein unwissender, ungebildeter Mann.	C
GW59	T751	David Gestetner starb nicht an dem Ort, an dem er geboren wurde.	E
GW59	T751	David Gestetner hatte nur insgesamt vier Erfindungen.	N
GW59	T751	David Gestetner wurde nach dem Ende des Habsburgerreiches geboren.	C
GW51	T751	David Gestetner war ein Kopierer und Erfinder aus dem Ungarischen Reich.	E
GW51	T751	Gestetner ist die Person, die Schablonen für andere erfunden hat, um in Zeichnungs- und Architekturanwendungen zu verwenden.	N
GW51	T751	Gestetner erfand sein erstes Tem in den 1840er Jahren um seinen 21. Geburtstag.	C
GW14	T752	Crouching Tiger, Hidden Dragon wurde auf mindestens zwei Kontinenten veröffentlicht.	E
GW14	T752	Crouching Tiger, Hidden Dragon wurde in mehreren verschiedenen Sprachen für internationale Märkte genannt.	N
GW14	T752	Crouching Tiger, Hidden Dragon wurde von demselben Mann geschrieben und produziert.	C
GW4	T752	Der Film Crouching Tiger, Hidden Dragon hatte denselben Regisseur und Produzenten.	E
GW4	T752	Der Film Crouching Tiger, Hidden Dragon dauerte viele Jahre, um zu produzieren.	N
GW4	T752	Crouching Tiger, Hidden Dragon kam in den USA heraus, bevor es in China herauskam.	C
GW62	T752	Die Kasseneinnahmen des Films überstiegen die Produktionskosten des Films.	E
GW62	T752	Der Film verdiente mehr Geld an der Kasse in China als in den Vereinigten Staaten.	N
GW62	T752	Das Drehbuch für den Film wurde vom Autor des Originalmaterials geschrieben.	C
GW51	T753	Cocteau Twins sind eine schottische Popband aus Grangermouth.	E
GW51	T753	Cocteau Twins lernte ursprünglich das Spielen in einem Nachtclub in England kennen.	N
GW51	T753	Cocteau-Zwillinge spielten etwa 15 Jahre lang aktiv zusammen, bevor sie sich auflösten.	C
GW6	T753	Im Vereinigten Königreich wurde in den siebziger Jahren Cocteau Twins gegründet.	E
GW6	T753	Cocteau Twins arbeitete in den 80er Jahren mit Faye Wong zusammen.	N
GW6	T753	Cocteau Twins wurde nach den neunziger Jahren bei 4AD unter Vertrag genommen.	C
GW59	T753	Die Cocteau Twins kommen aus Grangemouth, Schottland.	E
GW59	T753	Die Cocteau Twins waren auf mehr als einem Label gleichzeitig aktiv.	N
GW59	T753	Die Cocteau Twins veröffentlichten 1999 ein Album.	C
GW14	T763	David Hasselhoff besuchte die Universität in einem anderen Staat, als er geboren wurde.	E
GW14	T763	Pamela Bach ist Hayleys Hasselhoffs Mutter.	N
GW14	T763	David Hasselhoff war nur einmal verheiratet.	C
GW4	T763	David Hasselhoff ging ans College in den Vereinigten Staaten.	E
GW4	T763	David Hasselhoff lebte immer in den USA.	N
GW4	T763	David Hasselhoffs Frau hat einen anderen Namen als seine Tochter.	C
GW6	T763	Der Hoff absolvierte eine Universität im selben Land, in dem er geboren wurde.	E
GW6	T763	Hayley Roberts und ihre Tochter haben denselben Vornamen.	N
GW6	T763	David Hasselhoff hatte in den achtziger Jahren drei Frauen.	C
GW28	T764	Crucifixion (Corpus Hypercubus) ist ein spanisches Kunstwerk.	E
GW28	T764	Crucifixion (Corpus Hypercubus) ist eines der letzten Werke von Salvador Dali.	N
GW28	T764	Kreuzigung (Corpus Hypercubus) ist ein Wandbild, das an der Decke des MET	C
GW51	T764	Kreuzigung (Corpus Hypercubus) ist ein Ölgemälde von Salvador Dali.	E
GW51	T764	Dali ist ursprünglich aus Spanien und setzt sich für Surrealismus in der Kunst ein.	N
GW51	T764	Die Kreuzigung wurde Ende der 40er Jahre beendet und an das Metropolitan Museum of Art in San Francisco verkauft.	C
GW6	T764	Das Metropolitan Museum of Art hat ein Gemälde, das über sechs Fuß lang auf einer Seite ist.	E
GW6	T764	Kreuzigung wurde in New York City gemalt.	N
GW6	T764	Salvador Dali malte in den fünfziger Jahren nicht.	C
GW6	T765	David Jaffe wurde im ersten Quartal 1971 geboren.	E
GW6	T765	Twisted Metal wurde in Alabama entworfen.	N
GW6	T765	Ein Videospiel-Designer kann nur für ein Spiel bekannt sein.	C
GW51	T765	David Jaffe ist ein Videospiel-Designer, der für seine Arbeit an God of War bekannt ist.	E
GW51	T765	In der Twisted Metal Serie wurde Jaffe zum ersten Mal ins Videospieldesign aufgenommen.	N
GW51	T765	Jaffe entwickelt seit über 50 Jahren Videospiele.	C
GW14	T765	David Jaffe hat mehr als ein beliebtes Videospiel entwickelt.	E
GW14	T765	David Jaffe hat mehrere Blog-Beiträge über God of War geschrieben.	N
GW14	T765	David Jaffe wagte sich nie außerhalb des Staates Alabama.	C
GW14	T767	Die Kreuzigung des Heiligen Petrus wurde von einem italienischen Künstler gemalt.	E
GW14	T767	Die Kreuzigung des hl. Petrus hat immer am selben Ort gehängt.	N
GW14	T767	Die Kreuzigung des Heiligen Petrus befindet sich in Südspanien.	C
GW12	T767	Die Kreuzigung des Heiligen Petrus ist ein Ölgemälde von 230 cm 175 cm.	E
GW12	T767	Caravaggion malte ein berühmtes Gemälde in Santa Maria del Popolo, Rom.	N
GW12	T767	Die Kreuzigung des heiligen Petrus wurde in den späten 1600er Jahren gemalt.	C
GW51	T767	Die Kreuzigung des Heiligen Petrus ist ein 1600er Ölpanieren.	E
GW51	T767	Caravaggio malte in seinem Leben nur 3 Ölgemälde.	N
GW51	T767	Die Kreuzigung des heiligen Petrus wurde 1599 nach der Entlassung von Pompeji zerstört.	C
GW12	T769	Die Website www.coheedandcambria.com ist eine Website für die Emo-Band Coheed und Cambria.	E
GW12	T769	Coheed und Cambria sind mit den Labels 300, Columbia und Sony assoziiert.	N
GW12	T769	Coheed and Cambria ist eine US-amerikanische Rockband aus Columbia.	C
GW2	T769	Coheed und Cambria haben auf mehr als 5 Etiketten aufgenommen und sind seit mehr als zehn Jahren aktiv.	E
GW2	T769	Coheed und Cambria haben nicht mehr als zwei Alben auf einem Label aufgenommen.	N
GW2	T769	Coheed und Cambria lösten sich 2014 nach ihrem letzten Album auf Sony auf.	C
GW4	T769	Coheed und Cambria treten seit den 90er Jahren auf.	E
GW4	T769	Die Band Coheed und Cambria haben mehrere Alben veröffentlicht.	N
GW4	T769	Die Band Coheed und Cambria haben sich in der Vergangenheit aufgelöst.	C
GW14	T770	RŽmy Cointreau ist ein westeuropäischer Alkoholhersteller.	E
GW14	T770	RŽmy Cointreau stellt mehr als eine Art Likör her.	N
GW14	T770	Cointreaus Farbton entspricht der Farbe der Sonne.	C
GW51	T770	Cointreau ist ein Likör aus der Region Angers in Frankreich.	E
GW51	T770	Cointreau sponsert professionelle Fußballmannschaften wie PSG.	N
GW51	T770	Cointreau ist seit knapp 100 Jahren da.	C
GW59	T770	Cointreau ist ein klarer Likör.	E
GW59	T770	Contreau ist heute noch in Produktion.	N
GW59	T770	Contreau bietet einen Zitrusgeschmack, der einer Zitrone ähnlich ist.	C
GW28	T775	David Lynch ist ein amerikanischer Regisseur.	E
GW28	T775	David Lynch studierte Fotografie an der Pennsylvania Academy of the Fine Arts.	N
GW28	T775	David Lynch begann seine Karriere in seinen frühen Teenagerjahren.	C
GW12	T775	David Lynch ist Absolvent der Pennsylvania Academy of the Fine Arts in Philadelphia.	E
GW12	T775	Judas Booth ist die Ehefrau von Peggy Lentz.	N
GW12	T775	David Lynch wurde 1946 im Osten von Montana geboren.	C
GW51	T775	David Lynch ist Regisseur und Drehbuchautor aus den Vereinigten Staaten.	E
GW51	T775	Lynch hat die Filme Blue Velvet und Twin Peaks: Fire Walk With Me gedreht.	N
GW51	T775	David Lynch wurde dreimal mit der gleichen Mary verheiratet.	C
GW14	T776	Crystal Castles ist seit über einem Jahrzehnt aktiv.	E
GW14	T776	Crystal Castles hat mehr als 3 Hexenhausalben produziert.	N
GW14	T776	Crystal Castles hat seinen Sitz in Nordeuropa.	C
GW61	T776	Crystal Castles experimentierten mit verschiedenen Stilen in elektronischer Musik.	E
GW61	T776	Einige Crystal Castles Mitglieder kommen aus verschiedenen Orten in Kanada.	N
GW61	T776	Crystal Castles stellen ihre Arbeit ausschließlich allein aus.	C
GW51	T776	Crystal Castles ist eine kanadische Synth-Pop-Band aus der Provinz Ontario.	E
GW51	T776	Crystal Castles spielt auf dem Begriff Glashäuser.	N
GW51	T776	Crystal Castles begann Mitte der 2010er Jahre als Elektropunk-Gruppe aufzutreten.	C
GW6	T781	David Schwarz lebte und starb in Europa.	E
GW6	T781	Vera Schwarzs Mutter heißt Melanie.	N
GW6	T781	David Schwarz war noch im zwanzigsten Jahrhundert mit Melanie verheiratet.	C
GW2	T781	David Schwarz wurde in Europa geboren.	E
GW2	T781	David Schwarz besaß über 20 Patente.	N
GW2	T781	David Schwarz wurde in einem Jahrhundert geboren und starb in einem anderen Jahrhundert.	C
GW14	T781	David Schwarz hat eine doppelte Staatsbürgerschaft in Westeuropa.	E
GW14	T781	David Schwarz traf seine Frau in Ungarn.	N
GW14	T781	David Schwarz lebte mehr als ein halbes Jahrhundert.	C
GW2	T782	Cola Turka wurde erstmals im 21. Jahrhundert vermarktet.	E
GW2	T782	Cola Turka ist ein Getränk aus der Türkei, das einen fruchtigen Geschmack hat.	N
GW2	T782	Cola Turka kam 2002 in der Türkei zum ersten Mal heraus.	C
GW59	T782	Cola Turka stammt aus der Türkei.	E
GW59	T782	Cola Turka änderte seine Farbgebung mehr als einmal, bevor sie sich auf Rot und Weiß niederließ.	N
GW59	T782	Cola Turka wurde erstmals 2005 eingeführt.	C
GW4	T782	Cola Turka ist mehrfarbig.	E
GW4	T782	Cola Turka wird nur in einer Anlage hergestellt.	N
GW4	T782	Cola Turka ist im Besitz derselben Firma wie Coca-Cola.	C
GW6	T784	Coldplay begann vor 20 Jahren im Vereinigten Königreich.	E
GW6	T784	Noel Gallagher teilt sich ein Label mit Coldplay.	N
GW6	T784	Keine Band, die beim Label Parlophone unter Vertrag steht, hat ihren Ursprung in der Hauptstadt Englands.	C
GW59	T784	Coldplay tauchte 1996 auf der Szene auf	E
GW59	T784	Coldplay wurde zuerst beim Label Capitol Records unter Vertrag genommen.	N
GW59	T784	Coldplay wurde 1996 als Starfish bekannt.	C
GW63	T784	Pectoralz war das, was Coldplay bekannt war, als sie zum ersten Mal aktiv wurden	E
GW63	T784	Noel Gallagher sang für Coldplay, als sie als Starfish bekannt waren	N
GW63	T784	Coldplay sind derzeit als Pectoralz bekannt	C
GW51	T788	Cole Cold ist ein Getränk aus Trinidad und Tobago.	E
GW51	T788	Cole Cold ist eine Sodamarke von Coca-Cola.	N
GW51	T788	Cole Cold wurde ursprünglich Mitte der 1970er Jahre als Getränk eingeführt.	C
GW28	T788	Cole Cold ist ein Handelsprodukt einer karibischen Nation.	E
GW28	T788	Cole Cold ist ein tropisches Getränk aus natürlichen Zutaten.	N
GW28	T788	Cole Cold ist ein halbes Jahrhundert alt.	C
GW59	T788	Cole Cold begann 1981 mit der Produktion in Trinidad und Tobago.	E
GW59	T788	Cole Cold wurde erstmals mit fünf Geschmacksrichtungen eingeführt.	N
GW59	T788	Cold Cold ist in 10 Varianten erhältlich.	C
GW51	T796	Colin Firth ist ein britischer Schauspieler aus Hampshire.	E
GW51	T796	Colin Firth gewann 2010 einen Oscar als bester Schauspieler für die Kings Speech.	N
GW51	T796	Colin ist mit 2 verschiedenen Frauen verheiratet und beide Frauen haben seine 3 Kinder geboren.	C
GW14	T796	Colin Firths mittlere Initiale ist am Anfang des englischen Alphabets zu finden.	E
GW14	T796	Colin Firths Frau wurde italienisch geboren.	N
GW14	T796	Colin Firth ist seit weniger als einem Vierteljahrhundert Schauspieler.	C
GW12	T796	Als Engländer kann Colin Firth auch behaupten, eine italienische Staatsbürgerschaft zu haben.	E
GW12	T796	Kate Firth ist seit 1997 Schwiegerschwester von Livia Giuggioli.	N
GW12	T796	Colin Firth wurde im Frühjahr 1960 in England geboren.	C
GW27	T801	Collage war zuerst das Disruptor-Label, bevor er nach Columbia zog.	N
GW4	T801	Das Album Collage wurde im Winter 2016 veröffentlicht.	E
GW4	T801	Das Album Collage wurde mit mehreren Künstlern produziert.	N
GW4	T801	Das Album Collage ist über eine halbe Stunde lang.	C
GW51	T801	Collage ist ein Album aus dem Jahr 2016.	E
GW51	T801	Collage war die erste EP von The Chainsmokers.	N
GW51	T801	Collage wurde in 2 Tagen vor ihrer Freilassung aufgenommen.	C
